zip_path,filename,condition,width,height,mode,sha256,size_bytes
VR_Image_dataset_final/C2/Scene032_C2.jpg,Scene032_C2.jpg,C2,1600,800,RGB,8f5f3515475ee4b1b495b992c76986b5c2e88036ecda223b8320c5b3c1f52357,69504
VR_Image_dataset_final/C2/Scene033_C2.jpg,Scene033_C2.jpg,C2,1600,800,RGB,a6c2019fff3c424e58df768a6e80aea4acdf1322e6de335e627904dcd72e14e5,367669
VR_Image_dataset_final/C2/Scene034_C2.jpg,Scene034_C2.jpg,C2,1600,800,RGB,28cb8922bcf9774584f750605a8f0b67125f1a4cb964b4269660cd47757c0f54,132405
VR_Image_dataset_final/C2/Scene035_C2.jpg,Scene035_C2.jpg,C2,1600,800,RGB,8621ab120b2a1237fb7bffe0ca4e4983df707129d72c1342d6df03c06092d123,349870
VR_Image_dataset_final/C2/Scene036_C2.jpg,Scene036_C2.jpg,C2,1600,800,RGB,fad309991b2c36ede8f317cc6b46bc32682109fbdf5a1b751e90b4fb78380bd4,382085
VR_Image_dataset_final/C2/Scene037_C2.jpg,Scene037_C2.jpg,C2,1600,800,RGB,7d453affcbc95a4ae6171b5b12129e5209256d00b3d38d1cdcde60719870d1f9,260058
VR_Image_dataset_final/C2/Scene038_C2.jpg,Scene038_C2.jpg,C2,1600,800,RGB,a298d5cba80fc3177a7dd37c6ccfe34b143547d16fd9553e9c7d67d21af9053f,180878
VR_Image_dataset_final/C2/Scene039_C2.jpg,Scene039_C2.jpg,C2,1600,800,RGB,b0175cf2fbd227012594721776677367567be1f401ca349da5dd38cd66e69198,237472
VR_Image_dataset_final/C2/Scene040_C2.jpg,Scene040_C2.jpg,C2,1600,800,RGB,a981f23cc836b55f6b7f96ef46b9f0a353dfa23abc20f824646255bf7de15a15,179015
VR_Image_dataset_final/C2/Scene041_C2.jpg,Scene041_C2.jpg,C2,1600,800,RGB,5015da0c9363c6b0e8db94a88d3efabe2d69438024c0cdede11726e04145928b,196494
VR_Image_dataset_final/C2/Scene042_C2.jpg,Scene042_C2.jpg,C2,1600,800,RGB,881b27825689c478f5c9ede25da4028d291cb843d223dae9c45723e603239c91,184208
VR_Image_dataset_final/C2/Scene043_C2.jpg,Scene043_C2.jpg,C2,1600,800,RGB,98790a358c1e93e393857d95d40b9a2d87a396459c33cede64b15a64ded19d65,181133
